,Feature,Feature_Value_bin,Feature_Value,Avg_SHAP
0,P_charged_centers,0,0,-0.011543579827569952
1,P_charged_centers,1,1,0.008258952011143808
2,N_charged_centers,1,1,-0.010418887264704592
3,N_charged_centers,0,0,0.024114087070566125
4,Double_bonds,1,1,0.0068085227281987565
5,Double_bonds,2,2,0.03565220290409629
6,Double_bonds,0,0,-0.02948865122605411
7,NP_ratio,4,4,-0.05585361480350616
8,NP_ratio,8,8,0.013850489326276713
9,NP_ratio,12,12,0.0430244643886271
10,Dlin-MC3_Helper lipid_ratio,200,200,-0.020724841760585328
11,Dlin-MC3_Helper lipid_ratio,100,100,-0.018938153931671222
12,Dlin-MC3_Helper lipid_ratio,50,50,0.0019060654443482361
13,Dlin-MC3_Helper lipid_ratio,10,10,0.06116354020202771
14,Dlin-MC3_Helper lipid_ratio,1,1,-0.023484020836865165
15,Dlin-MC3+Helper lipid percentage,20,20,-0.09217726865968034
16,Dlin-MC3+Helper lipid percentage,40,40,-0.007135321302381022
17,Dlin-MC3+Helper lipid percentage,60,60,0.09681384923059745
18,Dlin-MC3+Helper lipid percentage,80,80,-0.013715962782240106
19,Chol_DMG-PEG_ratio,500,500,-0.021515281128788925
20,Chol_DMG-PEG_ratio,100,100,0.08618766946952316
21,Chol_DMG-PEG_ratio,10,10,-0.07327638214912253
