,Feature,Feature_Value_bin,Feature_Value,Avg_SHAP
0,P_charged_centers,0,0,-0.05137544403154239
1,P_charged_centers,1,1,0.03106582214160261
2,N_charged_centers,1,1,-0.05671841038141883
3,N_charged_centers,0,0,0.14028094392449744
4,Double_bonds,1,1,-0.020553742886955197
5,Double_bonds,2,2,0.006745357275130227
6,Double_bonds,0,0,0.003224936021265326
7,NP_ratio,4,4,-0.01597755860748987
8,NP_ratio,8,8,-0.008706944844310772
9,NP_ratio,12,12,0.028804834341512774
10,Dlin-MC3_Helper lipid_ratio,200,200,-0.0174383368821551
11,Dlin-MC3_Helper lipid_ratio,100,100,-0.029786136055827323
12,Dlin-MC3_Helper lipid_ratio,50,50,-0.011416787608022486
13,Dlin-MC3_Helper lipid_ratio,10,10,0.061558133511889636
14,Dlin-MC3_Helper lipid_ratio,1,1,0.04375055687657395
15,Dlin-MC3+Helper lipid percentage,20,20,0.00278954722805077
16,Dlin-MC3+Helper lipid percentage,40,40,0.03260330436694871
17,Dlin-MC3+Helper lipid percentage,60,60,-0.012550610302510775
18,Dlin-MC3+Helper lipid percentage,80,80,-0.026283258793410355
19,Chol_DMG-PEG_ratio,500,500,0.006964327073201709
20,Chol_DMG-PEG_ratio,100,100,0.05352318627541166
21,Chol_DMG-PEG_ratio,10,10,-0.07812518155485172
