,Feature,Feature_Value_bin,Feature_Value,Avg_SHAP
0,NP_ratio,4.0,4.0,0.0028352446374943843
1,NP_ratio,8.0,8.0,-0.004109470352155703
2,NP_ratio,12.0,12.0,0.003395433513536523
3,Dlin-MC3_Helper lipid_ratio,200.0,200.0,-0.07450784593337012
4,Dlin-MC3_Helper lipid_ratio,100.0,100.0,-0.06933934929088516
5,Dlin-MC3_Helper lipid_ratio,50.0,50.0,-0.05093282395575754
6,Dlin-MC3_Helper lipid_ratio,10.0,10.0,0.032339204547853474
7,Dlin-MC3_Helper lipid_ratio,1.0,1.0,0.16343472610783097
8,Dlin-MC3+Helper lipid percentage,20.0,20.0,-0.0013402221809295553
9,Dlin-MC3+Helper lipid percentage,40.0,40.0,0.007899299312586198
10,Dlin-MC3+Helper lipid percentage,60.0,60.0,0.011156011003626464
11,Dlin-MC3+Helper lipid percentage,80.0,80.0,-0.02382719197059792
12,Chol_DMG-PEG_ratio,500.0,500.0,0.05359320805854777
13,Chol_DMG-PEG_ratio,100.0,100.0,0.022744115739832878
14,Chol_DMG-PEG_ratio,10.0,10.0,-0.08651123001016792
15,P_charged_centers,0.0,0.0,-0.01822979350450481
16,P_charged_centers,1.0,1.0,0.007039197402705484
17,N_charged_centers,1.0,1.0,0.0004421929770736998
18,N_charged_centers,0.0,0.0,-0.0006109270037454687
19,Double_bonds,,,
20,Zeta,"(-9.666666666666668, -0.5555555555555571)",-5.1111111111111125,-0.005227757944189162
21,Zeta,"(-0.5555555555555571, 8.555555555555557)",4.0,0.008489159787742666
22,Zeta,"(-18.77777777777778, -9.666666666666668)",-14.222222222222223,0.01676753907983171
23,Zeta,"(-27.88888888888889, -18.77777777777778)",-23.333333333333336,0.026664998736744494
24,Zeta,"(8.555555555555557, 17.666666666666664)",13.11111111111111,0.009109175853207765
25,Zeta,"(-37.0, -27.88888888888889)",-32.44444444444444,0.010757366631283625
26,Zeta,"(17.666666666666664, 26.77777777777777)",22.222222222222218,0.01380262930860286
27,Zeta,"(35.888888888888886, 45.0)",40.44444444444444,0.010306181172466221
28,Zeta,"(26.77777777777777, 35.888888888888886)",31.33333333333333,0.03784179040328473
