,Feature,Feature_Value_bin,Feature_Value,Avg_SHAP
0,NP_ratio,4.0,4.0,-0.01552247667129006
1,NP_ratio,8.0,8.0,-0.014611268577945462
2,NP_ratio,12.0,12.0,0.01938977989627004
3,NP_ratio,,,
4,Dlin-MC3_Helper lipid_ratio,200.0,200.0,-0.030097494475500433
5,Dlin-MC3_Helper lipid_ratio,100.0,100.0,-0.03593673414082269
6,Dlin-MC3_Helper lipid_ratio,50.0,50.0,-0.016598667411171268
7,Dlin-MC3_Helper lipid_ratio,10.0,10.0,0.043541147666264116
8,Dlin-MC3_Helper lipid_ratio,1.0,1.0,0.03783458349222647
9,Dlin-MC3_Helper lipid_ratio,,,
10,Dlin-MC3+Helper lipid percentage,20.0,20.0,0.007154672650386094
11,Dlin-MC3+Helper lipid percentage,40.0,40.0,0.011242423112453118
12,Dlin-MC3+Helper lipid percentage,60.0,60.0,-0.011751878169797947
13,Dlin-MC3+Helper lipid percentage,80.0,80.0,-0.006759143385651018
14,Dlin-MC3+Helper lipid percentage,,,
15,Chol_DMG-PEG_ratio,500.0,500.0,0.0272555724109489
16,Chol_DMG-PEG_ratio,100.0,100.0,0.0650106346304321
17,Chol_DMG-PEG_ratio,10.0,10.0,-0.033668057121045564
18,Chol_DMG-PEG_ratio,,,
19,P_charged_centers,0.0,0.0,-0.0222883052829491
20,P_charged_centers,1.0,1.0,0.015796224918944234
21,P_charged_centers,,,
22,N_charged_centers,1.0,1.0,-0.06428122602658863
23,N_charged_centers,0.0,0.0,0.1040901702749296
24,N_charged_centers,,,
25,Double_bonds,1.0,1.0,0.0018527430488072512
26,Double_bonds,2.0,2.0,0.0177854321563501
27,Double_bonds,0.0,0.0,-0.007700702394578471
28,Double_bonds,,,
29,Zeta,,,
