,Feature,Feature_Value_bin,Feature_Value,Avg_SHAP
0,P_charged_centers,0.0,0.0,-0.03699029272816707
1,P_charged_centers,1.0,1.0,0.02127902937736226
2,cLogP,9.3028,9.3028,-0.0003080391093236607
3,cLogP,9.784,9.784,0.07408823604222525
4,cLogP,12.515,12.515,-0.028536358325267554
5,cLogP,6.12,6.12,-0.08755551428590636
6,cLogP,11.8502,11.8502,-0.002230449429054462
7,cLogP,12.73,12.73,0.03340659305421185
8,NP_ratio,4.0,4.0,-0.05386498075839119
9,NP_ratio,8.0,8.0,0.015520894355582529
10,NP_ratio,12.0,12.0,0.03834408640280878
11,Dlin-MC3_Helper lipid_ratio,200.0,200.0,-0.022241803706988108
12,Dlin-MC3_Helper lipid_ratio,100.0,100.0,-0.016295055330671618
13,Dlin-MC3_Helper lipid_ratio,50.0,50.0,0.0027386329881022736
14,Dlin-MC3_Helper lipid_ratio,10.0,10.0,0.060648206282113024
15,Dlin-MC3_Helper lipid_ratio,1.0,1.0,-0.024849980232555444
16,Dlin-MC3+Helper lipid percentage,20.0,20.0,-0.1043542807865521
17,Dlin-MC3+Helper lipid percentage,40.0,40.0,0.002618114004259524
18,Dlin-MC3+Helper lipid percentage,60.0,60.0,0.10198492540132709
19,Dlin-MC3+Helper lipid percentage,80.0,80.0,-0.0002487586190349632
20,Chol_DMG-PEG_ratio,500.0,500.0,-0.014834779091056459
21,Chol_DMG-PEG_ratio,100.0,100.0,0.0947931454710009
22,Chol_DMG-PEG_ratio,10.0,10.0,-0.07995836637994436
