,Feature,Feature_Value_bin,Feature_Value,Avg_SHAP
0,P_charged_centers,0,0,-0.02715801885400143
1,P_charged_centers,1,1,0.015961576701743092
2,N_charged_centers,1,1,-0.049269326218542527
3,N_charged_centers,0,0,0.12260648398085217
4,Double_bonds,1,1,0.002456283349708181
5,Double_bonds,2,2,0.015962830505232995
6,Double_bonds,0,0,-0.007810768193794021
7,NP_ratio,4,4,-0.017857901626940596
8,NP_ratio,8,8,-0.012892292815949528
9,NP_ratio,12,12,0.023860846794973526
10,Dlin-MC3_Helper lipid_ratio,200,200,-0.02482611965858438
11,Dlin-MC3_Helper lipid_ratio,100,100,-0.03062872883695535
12,Dlin-MC3_Helper lipid_ratio,50,50,-0.010019067524041261
13,Dlin-MC3_Helper lipid_ratio,10,10,0.05487719344068281
14,Dlin-MC3_Helper lipid_ratio,1,1,0.04730873504970605
15,Dlin-MC3+Helper lipid percentage,20,20,0.00666281197883814
16,Dlin-MC3+Helper lipid percentage,40,40,0.012051964093358559
17,Dlin-MC3+Helper lipid percentage,60,60,-0.01180620522440571
18,Dlin-MC3+Helper lipid percentage,80,80,-0.004130232358324685
19,Chol_DMG-PEG_ratio,500,500,0.0005244411452862724
20,Chol_DMG-PEG_ratio,100,100,0.04639308627062653
21,Chol_DMG-PEG_ratio,10,10,-0.041708740015429444
