,Feature,Feature_Value_bin,Feature_Value,Avg_SHAP
0,P_charged_centers,0.0,0.0,-0.0675744476799196
1,P_charged_centers,1.0,1.0,0.024918766932264507
2,cLogP,9.3028,9.3028,-0.06884508242310051
3,cLogP,9.784,9.784,0.0610248530809425
4,cLogP,12.515,12.515,0.054539735666714044
5,cLogP,6.12,6.12,-0.05781975060186945
6,Hbond_D,3.0,3.0,-9.081219897135975e-06
7,Hbond_D,2.0,2.0,0.008199205182946267
8,Hbond_D,0.0,0.0,-0.002135866401304789
9,NP_ratio,4.0,4.0,0.0013759888815520279
10,NP_ratio,8.0,8.0,0.00855787162118498
11,NP_ratio,12.0,12.0,-0.00993386050273699
12,Dlin-MC3_Helper lipid_ratio,200.0,200.0,-0.013166515585967008
13,Dlin-MC3_Helper lipid_ratio,100.0,100.0,-0.05164686535347451
14,Dlin-MC3_Helper lipid_ratio,50.0,50.0,-0.023279313449581018
15,Dlin-MC3_Helper lipid_ratio,10.0,10.0,0.02474808246974563
16,Dlin-MC3_Helper lipid_ratio,1.0,1.0,0.06334461191927707
17,Dlin-MC3+Helper lipid percentage,20.0,20.0,0.0654895801112733
18,Dlin-MC3+Helper lipid percentage,40.0,40.0,0.05098093580958929
19,Dlin-MC3+Helper lipid percentage,60.0,60.0,-0.02468504839978667
20,Dlin-MC3+Helper lipid percentage,80.0,80.0,-0.09178546752107584
21,Chol_DMG-PEG_ratio,500.0,500.0,0.05639909203793656
22,Chol_DMG-PEG_ratio,100.0,100.0,0.14563153967792278
23,Chol_DMG-PEG_ratio,10.0,10.0,-0.2020306317158596
