,Feature,Feature_Value_bin,Feature_Value,Avg_SHAP
0,P_charged_centers,0.0,0.0,-0.04318464117311537
1,P_charged_centers,1.0,1.0,0.03333297681297276
2,cLogP,9.3028,9.3028,0.015171476753639447
3,cLogP,9.784,9.784,0.04595280178546823
4,cLogP,12.515,12.515,-0.0014161190397682618
5,cLogP,6.12,6.12,-0.064414060497891
6,cLogP,11.8502,11.8502,-0.007615996350087823
7,cLogP,12.73,12.73,0.06610251642173479
8,Hbond_D,3.0,3.0,0.0247333955391177
9,Hbond_D,2.0,2.0,0.02329642006647256
10,Hbond_D,0.0,0.0,-0.02002525828947597
11,NP_ratio,4.0,4.0,-0.05278529459579834
12,NP_ratio,8.0,8.0,0.019973180230139265
13,NP_ratio,12.0,12.0,0.04236018792977803
14,Dlin-MC3_Helper lipid_ratio,200.0,200.0,-0.010215878403566556
15,Dlin-MC3_Helper lipid_ratio,100.0,100.0,-0.006345206744104901
16,Dlin-MC3_Helper lipid_ratio,50.0,50.0,0.014915586696385789
17,Dlin-MC3_Helper lipid_ratio,10.0,10.0,0.07124424694868124
18,Dlin-MC3_Helper lipid_ratio,1.0,1.0,-0.021687887814510257
19,Dlin-MC3+Helper lipid percentage,20.0,20.0,-0.08582099708425411
20,Dlin-MC3+Helper lipid percentage,40.0,40.0,0.0058123489472758924
21,Dlin-MC3+Helper lipid percentage,60.0,60.0,0.10099065162204404
22,Dlin-MC3+Helper lipid percentage,80.0,80.0,-0.0056173911643827195
23,Chol_DMG-PEG_ratio,500.0,500.0,-0.01651517037925898
24,Chol_DMG-PEG_ratio,100.0,100.0,0.09136347349101787
25,Chol_DMG-PEG_ratio,10.0,10.0,-0.06662902684113572
